district_name,Month,cards_afsc,cards_fsc,cards_aap,cards_total,units_afsc,units_fsc,units_aap,units_total,rice_req_afsc,rice_req_fsc,rice_req_aap,rice_req_total,op_bal_rice_afsc,op_bal_rice_fsc,op_bal_rice_aap,op_bal_rice_total,qty_rice_toallocate_afsc,qty_rice_toallocate_fsc,qty_rice_toallocate_aap,qty_rice_toallocate_total,%partial_allot,%partial_allot_afsc,%partial_allot_fsc,%partial_allot_aap,%partial_allot_total,%final_allot,fin_allot_afsc,fin_allot_fsc,fin_allot_aap,fin_allot_total,,
Hyderabad,"February, 2017",33945,552421,291,586657,85915,2077233,301,2163449,1188075,12463398,2910,13654383,129796,1124954,609,1255359,1058279,11338444,2301,12399024,0,0,0,0,0,100,1058279,11338444,2301,12399024,-129796,-1255359
Jagityal,"February, 2017",14694,275781,170,290645,38024,801096,176,839296,514290,4806576,1700,5322566,1125,16814,0,17939,513165,4789762,1700,5304627,0,0,0,0,0,100,513165,4789762,1700,5304627,-1125,-17939
Janagaon,"February, 2017",10628,152106,107,162841,32009,482516,113,514638,371980,2895096,1070,3268146,70,13057,0,13127,371910,2882039,1070,3255019,0,0,0,0,0,100,371910,2882039,1070,3255019,-70,-13127
Jayashankar,"February, 2017",17112,189104,44,206260,43753,551732,44,595529,598920,3310392,440,3909752,35,11585,0,11620,598885,3298807,440,3898132,0,0,0,0,0,100,598885,3298807,440,3898132,-35,-11620
Jogulamba Gadwal,"February, 2017",10172,140863,143,151178,27103,496842,148,524093,356020,2981052,1430,3338502,0,6028,0,6028,356020,2975024,1430,3332474,0,0,0,0,0,100,356020,2975024,1430,3332474,0,-6028
Kamareddy,"February, 2017",16414,228519,1091,246024,46654,808377,1106,856137,574490,4850262,10910,5435662,0,8178,0,8178,574490,4842084,10910,5427484,0,0,0,0,0,100,574490,4842084,10910,5427484,0,-8178
Karimnagar,"February, 2017",16013,254607,50,270670,41802,768254,51,810107,560455,4609524,500,5170479,751,15719,30,16500,559704,4593805,470,5153979,0,0,0,0,0,100,559704,4593805,470,5153979,-751,-16500
Khammam,"February, 2017",26585,368321,2,394908,72251,1049783,4,1122038,930475,6298698,20,7229193,9309,147595,0,156904,921166,6151103,20,7072289,0,0,0,0,0,100,921166,6151103,20,7072289,-9309,-156904
Kumarambheem,"February, 2017",12096,123465,23,135584,40257,422650,26,462933,423360,2535900,230,2959490,0,18239,0,18239,423360,2517661,230,2941251,0,0,0,0,0,100,423360,2517661,230,2941251,0,-18239
Mahabubabad,"February, 2017",14692,215914,2,230608,40118,658853,5,698976,514220,3953118,20,4467358,210,13982,0,14192,514010,3939136,20,4453166,0,0,0,0,0,100,514010,3939136,20,4453166,-210,-14192
Mahbubnagar,"February, 2017",27444,338286,257,365987,71231,1213794,295,1285320,960540,7282764,2570,8245874,105,11880,0,11985,960435,7270884,2570,8233889,0,0,0,0,0,100,960435,7270884,2570,8233889,-105,-11985
Manchiryala,"February, 2017",15061,197338,192,212591,46206,594567,193,640966,527135,3567402,1920,4096457,105,9848,0,9953,527030,3557554,1920,4086504,0,0,0,0,0,100,527030,3557554,1920,4086504,-105,-9953
Medak,"February, 2017",13020,194543,87,207650,34602,648401,88,683091,455700,3890406,870,4346976,0,8519,0,8519,455700,3881887,870,4338457,0,0,0,0,0,100,455700,3881887,870,4338457,0,-8519
Medchal,"February, 2017",18393,460592,112,479097,45688,1533256,115,1579059,643755,9199536,1120,9844411,52803,1251215,80,1304098,590952,7948321,1040,8540313,0,0,0,0,0,100,590952,7948321,1040,8540313,-52803,-1304098
Nagarkarnool,"February, 2017",17021,210407,42,227470,47076,697268,46,744390,595735,4183608,420,4779763,0,7554,0,7554,595735,4176054,420,4772209,0,0,0,0,0,100,595735,4176054,420,4772209,0,-7554
Nalgonda,"February, 2017",28946,419868,77,448891,74569,1286619,78,1361266,1013110,7719714,770,8733594,1172,89073,0,90245,1011938,7630641,770,8643349,0,0,0,0,0,100,1011938,7630641,770,8643349,-1172,-90245
Nirmal,"February, 2017",11754,187368,36,199158,36491,606005,36,642532,411390,3636030,360,4047780,0,3532,0,3532,411390,3632498,360,4044248,0,0,0,0,0,100,411390,3632498,360,4044248,0,-3532
Nizamabad,"February, 2017",19953,355015,1126,376094,54957,1201339,1153,1257449,698355,7208034,11260,7917649,906,17957,10,18873,697449,7190077,11250,7898776,0,0,0,0,0,100,697449,7190077,11250,7898776,-906,-18873
Peddapalli,"February, 2017",12432,198943,182,211557,33834,587147,188,621169,435120,3522882,1820,3959822,465,11082,0,11547,434655,3511800,1820,3948275,0,0,0,0,0,100,434655,3511800,1820,3948275,-465,-11547
Rajanna Siricilla,"February, 2017",13705,153468,222,167395,36435,456108,226,492769,479675,2736648,2220,3218543,400,6584,50,7034,479275,2730064,2170,3211509,0,0,0,0,0,100,479275,2730064,2170,3211509,-400,-7034
Ranga Reddy,"February, 2017",35551,482271,45,517867,93318,1630212,57,1723587,1244285,9781272,450,11026007,45803,687824,0,733627,1198482,9093448,450,10292380,0,0,0,0,0,100,1198482,9093436,450,10292368,-45803,-733639
Sangareddy,"February, 2017",27123,332432,117,359672,70900,1125317,120,1196337,949305,6751902,1170,7702377,189,22936,0,23125,949116,6728966,1170,7679252,0,0,0,0,0,100,949116,6728966,1170,7679252,-189,-23125
Siddipet,"February, 2017",18872,262503,90,281465,52458,835910,91,888459,660520,5015460,900,5676880,245,23640,0,23885,660275,4991820,900,5652995,0,0,0,0,0,100,660275,4991820,900,5652995,-245,-23885
Suryapet,"February, 2017",18818,287917,50,306785,50335,852086,51,902472,658630,5112516,500,5771646,2170,85497,0,87667,656460,5027019,500,5683979,0,0,0,0,0,100,656460,5027019,500,5683979,-2170,-87667
Vikarabad,"February, 2017",27338,206071,42,233451,75659,736464,48,812171,956830,4418784,420,5376034,140,18884,0,19024,956690,4399900,420,5357010,0,0,0,0,0,100,956690,4399900,420,5357010,-140,-19024
Wanaparthy,"February, 2017",9825,140030,122,149977,28691,478345,131,507167,343875,2870070,1220,3215165,35,5518,0,5553,343840,2864552,1220,3209612,0,0,0,0,0,100,343840,2864552,1220,3209612,-35,-5553
Warangal,"February, 2017",12172,239723,23,251918,33910,731217,24,765151,426020,4387302,230,4813552,140,33907,0,34047,425880,4353395,230,4779505,0,0,0,0,0,100,425880,4353395,230,4779505,-140,-34047
Warangal Rural,"February, 2017",12203,205577,15,217795,31739,620053,18,651810,427105,3720318,150,4147573,70,14572,0,14642,427035,3705746,150,4132931,0,0,0,0,0,100,427035,3705746,150,4132931,-70,-14642
Yadadri Bhuvanagiri,"February, 2017",13231,191220,2,204453,35915,606476,2,642393,463085,3638856,20,4101961,1470,21618,0,23088,461615,3617238,20,4078873,0,0,0,0,0,100,461615,3617238,20,4078873,-1470,-23088
Total,"February, 2017",555718,7990761,5040,8551519,1508559,25916845,5217,27430621,19450130,155501070,50400,175001600,251724,3827396,779,4079899,19198406,151673674,49621,170921701,,0,0,0,0,,19198406,151673662,49621,170921689,-251724,-4079911
Adilabad,"February, 2018",12918,168758,277,181953,39776,592683,282,632741,452130,3556098,2770,4010998,35,3496,0,3531,452095,3552602,2770,4007467,0,0,0,0,0,100,452095,3552602,2770,4007467,-35,-3531
Bhadrdri Kothagudem,"February, 2018",17573,257930,4,275507,46825,771358,4,818187,615055,4628148,40,5243243,69721,707483,0,777204,545334,3920665,40,4466039,0,0,0,0,0,100,545334,3920665,40,4466039,-69721,-777204
Hyderabad,"February, 2018",30625,524279,1429,556333,81197,2002233,1455,2084885,1071875,12013398,14290,13099563,134940,940178,3459,1078577,936935,11073220,10831,12020986,0,0,0,0,0,100,936935,11073220,10831,12020986,-134940,-1078577
Jagityal,"February, 2018",14679,276169,168,291016,37974,804590,174,842738,513765,4827540,1680,5342985,13094,252249,190,265533,500671,4575291,1490,5077452,0,0,0,0,0,100,500671,4575291,1490,5077452,-13094,-265533
Janagaon,"February, 2018",10611,152200,104,162915,31951,482435,110,514496,371385,2894610,1040,3267035,34847,474419,140,509406,336538,2420191,900,2757629,0,0,0,0,0,100,336538,2420191,900,2757629,-34847,-509406
Jayashankar,"February, 2018",17096,190384,44,207524,43717,556337,44,600098,598360,3338022,440,3936822,83108,532149,90,615347,515252,2805873,350,3321475,0,0,0,0,0,100,515252,2805873,350,3321475,-83108,-615347
Jogulamba Gadwal,"February, 2018",10162,141596,143,151901,27143,502234,148,529525,355670,3013404,1430,3370504,26169,282378,318,308865,329501,2731026,1112,3061639,0,0,0,0,0,100,329501,2731026,1112,3061639,-26169,-308865
Kamareddy,"February, 2018",16311,228776,1093,246180,46473,812836,1110,860419,570885,4877016,10930,5458831,20243,257123,1460,278826,550642,4619893,9470,5180005,0,0,0,0,0,100,550642,4619893,9470,5180005,-20243,-278826
Karimnagar,"February, 2018",15992,254840,50,270882,41749,769781,51,811581,559720,4618686,500,5178906,32667,551463,151,584281,527053,4067223,349,4594625,0,0,0,0,0,100,527053,4067223,349,4594625,-32667,-584281
Khammam,"February, 2018",26582,369231,2,395815,72234,1053310,4,1125548,930370,6319860,20,7250250,123986,1163814,0,1287800,806384,5156046,20,5962450,0,0,0,0,0,100,806384,5156046,20,5962450,-123986,-1287800
Kumarambheem,"February, 2018",12094,123557,23,135674,40254,423481,26,463761,423290,2540886,230,2964406,0,33041,0,33041,423290,2507845,230,2931365,0,0,0,0,0,100,423290,2507845,230,2931365,0,-33041
Mahabubabad,"February, 2018",14681,216941,2,231624,40089,662177,5,702271,513835,3973062,20,4486917,157063,1559610,0,1716673,356772,2413452,20,2770244,0,0,0,0,0,100,356772,2413452,20,2770244,-157063,-1716673
Mahbubnagar,"February, 2018",27997,341776,270,370043,73112,1228432,313,1301857,979895,7370592,2700,8353187,106549,992897,810,1100256,873346,6377695,1890,7252931,0,0,0,0,0,100,873346,6377695,1890,7252931,-106549,-1100256
Manchiryala,"February, 2018",15050,197315,192,212557,46156,594356,193,640705,526750,3566136,1920,4094806,0,22126,0,22126,526750,3544010,1920,4072680,0,0,0,0,0,100,526750,3544010,1920,4072680,0,-22126
Medak,"February, 2018",13011,194415,87,207513,34495,646755,88,681338,455385,3880530,870,4336785,20028,304422,224,324674,435357,3576108,646,4012111,0,0,0,0,0,100,435357,3576108,646,4012111,-20028,-324674
Medchal,"February, 2018",18339,461213,111,479663,45746,1544245,114,1590105,641865,9265470,1110,9908445,115675,1829336,470,1945481,526190,7436134,640,7962964,0,0,0,0,0,100,526190,7436134,640,7962964,-115675,-1945481
Nagarkarnool,"February, 2018",17036,211541,42,228619,47169,701448,46,748663,596260,4208688,420,4805368,77817,572787,140,650744,518443,3635901,280,4154624,0,0,0,0,0,100,518443,3635901,280,4154624,-77817,-650744
Nalgonda,"February, 2018",28941,420809,73,449823,74615,1293366,74,1368055,1012935,7760196,730,8773861,805,75641,0,76446,1012130,7684555,730,8697415,0,0,0,0,0,100,1012130,7684555,730,8697415,-805,-76446
Nirmal,"February, 2018",11752,187603,35,199390,36466,607046,35,643547,411320,3642276,350,4053946,0,4926,0,4926,411320,3637350,350,4049020,0,0,0,0,0,100,411320,3637350,350,4049020,0,-4926
Nizamabad,"February, 2018",19915,355608,1148,376671,54938,1206940,1175,1263053,697025,7241640,11480,7950145,17662,400046,981,418689,679363,6841594,10499,7531456,0,0,0,0,0,100,679363,6841594,10499,7531456,-17662,-418689
Peddapalli,"February, 2018",12415,199763,184,212362,33815,591472,191,625478,434525,3548832,1840,3985197,24961,378504,400,403865,409564,3170328,1440,3581332,0,0,0,0,0,100,409564,3170328,1440,3581332,-24961,-403865
Rajanna Siricilla,"February, 2018",13672,153475,221,167368,36361,456054,225,492640,478520,2736324,2210,3217054,23770,218373,410,242553,454750,2517951,1800,2974501,0,0,0,0,0,100,454750,2517951,1800,2974501,-23770,-242553
Ranga Reddy,"February, 2018",35332,482658,45,518035,92971,1632729,58,1725758,1236620,9796374,450,11033444,172519,1823549,180,1996248,1064101,7972825,270,9037196,0,0,0,0,0,100,1064101,7972813,270,9037184,-172519,-1996260
Sangareddy,"February, 2018",27093,333773,116,360982,70770,1132360,119,1203249,948255,6794160,1160,7743575,43268,701338,200,744806,904987,6092822,960,6998769,0,0,0,0,0,100,904987,6092822,960,6998769,-43268,-744806
Siddipet,"February, 2018",18836,262521,92,281449,52325,835248,96,887669,659260,5011488,920,5671668,23943,378570,110,402623,635317,4632918,810,5269045,0,0,0,0,0,100,635317,4632918,810,5269045,-23943,-402623
Suryapet,"February, 2018",18793,288534,50,307377,50263,854826,51,905140,657755,5128956,500,5787211,2951,188089,0,191040,654804,4940867,500,5596171,0,0,0,0,0,100,654804,4940867,500,5596171,-2951,-191040
Vikarabad,"February, 2018",26766,204448,42,231256,74070,730460,48,804578,936810,4382760,420,5319990,52654,419283,110,472047,884156,3963477,310,4847943,0,0,0,0,0,100,884156,3963477,310,4847943,-52654,-472047
Wanaparthy,"February, 2018",9813,140701,121,150635,28708,482805,130,511643,343455,2896830,1210,3241495,38063,453622,300,491985,305392,2443208,910,2749510,0,0,0,0,0,100,305392,2443208,910,2749510,-38063,-491985
Warangal,"February, 2018",12164,240486,22,252672,33850,733119,22,766991,425740,4398714,220,4824674,29576,639422,30,669028,396164,3759292,190,4155646,0,0,0,0,0,100,396164,3759292,190,4155646,-29576,-669028
Warangal Rural,"February, 2018",12176,206005,15,218196,31639,620607,18,652264,426160,3723642,150,4149952,39529,580891,32,620452,386631,3142751,118,3529500,0,0,0,0,0,100,386631,3142751,118,3529500,-39529,-620452
Yadadri Bhuvanagiri,"February, 2018",13166,190813,0,203979,35691,603647,0,639338,460810,3621882,0,4082692,28557,324608,0,353165,432253,3297274,0,3729527,0,0,0,0,0,100,432253,3297274,0,3729527,-28557,-353165
Total,"February, 2018",551591,7978118,6205,8535914,1502542,25929370,6409,27438321,19305685,155576220,62050,174943955,1514200,17065833,10205,18590238,17791485,138510387,51845,156353717,,0,0,0,0,,17791485,138510375,51845,156353705,-1514200,-18590250
Adilabad,"February, 2019",12918,172504,276,185698,39493,600436,281,640210,452130,3602616,2760,4057506,17947,183095,424,201466,434183,3419521,2336,3856040,0,0,0,0,0,100,434183,3419521,2336,3856040,-17947,-201466
Bhadrdri Kothagudem,"February, 2019",17569,260533,4,278106,46730,781218,4,827952,614915,4687308,40,5302263,82709,702050,0,784759,532206,3985258,40,4517504,0,0,0,0,0,100,532206,3985258,40,4517504,-82709,-784759
Hyderabad,"February, 2019",30650,540063,1434,572147,81191,2058248,1482,2140921,1072750,12349488,14340,13436578,165716,1300408,4000,1470124,907034,11049080,10340,11966454,0,0,0,0,0,100,907034,11049080,10340,11966454,-165716,-1470124
Jagityal,"February, 2019",14638,288208,165,303011,37705,851878,177,889760,512330,5111268,1650,5625248,27231,366158,320,393709,485099,4745110,1330,5231539,0,0,0,0,0,100,485099,4745110,1330,5231539,-27231,-393709
Janagaon,"February, 2019",10619,155010,104,165733,31781,489148,110,521039,371665,2934888,1040,3307593,48394,427659,240,476293,323271,2507229,800,2831300,0,0,0,0,0,100,323271,2507229,800,2831300,-48394,-476293
Jayashankar,"February, 2019",17090,195025,44,212159,43196,566192,44,609432,598150,3397152,440,3995742,62342,477893,130,540365,535808,2919259,310,3455377,0,0,0,0,0,100,535808,2919259,310,3455377,-62342,-540365
Jogulamba Gadwal,"February, 2019",10164,144505,142,154811,27311,517517,148,544976,355740,3105102,1420,3462262,39153,356944,450,396547,316587,2748158,970,3065715,0,0,0,0,0,100,316587,2748158,970,3065715,-39153,-396547
Kamareddy,"February, 2019",16358,230910,1094,248362,46749,826521,1126,874396,572530,4959126,10940,5542596,38581,335745,1922,376248,533949,4623381,9018,5166348,0,0,0,0,0,100,533949,4623381,9018,5166348,-38581,-376248
Karimnagar,"February, 2019",15965,256841,49,272855,41413,775621,50,817084,558775,4653726,490,5212991,35783,391009,112,426904,522992,4262717,378,4786087,0,0,0,0,0,100,522992,4262717,378,4786087,-35783,-426904
Khammam,"February, 2019",26568,378315,2,404885,71651,1077600,4,1149255,929880,6465600,20,7395500,149419,1017965,0,1167384,780461,5447635,20,6228116,0,0,0,0,0,100,780461,5447635,20,6228116,-149419,-1167384
